,id,brand,car_model,type,desc,problem,datetime,status
18,489130,广汽本田,雅阁,2018款 260TURBO 精英版 国VI,广汽本田雅阁行驶中发动机故障灯亮失去动力,"A34,A255,",2020-06-28,处理反馈
19,489127,上汽大众,凌渡,2018款 230TSI 双离合 风尚版,上汽大众凌渡变速箱升挡异响行驶噪音大,"B33,H268,I295,",2020-06-28,信息审核
20,489126,奇瑞汽车,瑞虎,2012款 1.6DVVT 手动 舒适型 精英版,奇瑞瑞虎车身漆面生锈起泡希望厂家处理,"H79,H81,",2020-06-28,处理反馈
21,489125,上汽大众,途观L,2017款 380TSI 四驱 豪华版,上汽大众途观L向左转弯异响希望厂家处理,"G105,",2020-06-28,信息审核
22,489121,吉利汽车,缤越,2019款 260T DCT 游侠 国VI,吉利缤越主驾驶侧漏风 车机系统不能升级,"H144,L314,O348,",2020-06-28,处理反馈
23,489119,上汽大众,凌渡,2015款 330TSI DSG 豪华版,上汽大众凌渡隔音棉导致车内异味严重,"H185,",2020-06-28,信息审核
24,489118,吉利汽车,缤越,2019款 260T DCT 游侠 国VI 运动款,吉利缤越副驾主驾风噪大4S店保养变相收费,"H144,K307,L314,",2020-06-28,处理反馈
25,489115,一汽-大众,速腾,2019款 280TSI DSG 舒适型 国V,一汽大众速腾发动机出现严重烧机油,"A63,",2020-06-28,处理反馈
26,489114,吉利汽车,博越,2020款 1.8TD DCT 智尊PRO,吉利博越挡位指示灯与厂家宣传不符,"M279,",2020-06-28,处理反馈
27,489113,吉利汽车,缤越,2020款 PRO 260T DCT Battle,吉利缤越左侧刹车异响希望尽快处理,"E43,",2020-06-28,处理反馈
28,489109,奇瑞新能源,奇瑞eQ1,2017款 智炫版,奇瑞eQ1动力电池故障导致发动机无法启动,"H343,",2020-06-28,信息审核
29,489108,华晨宝马,宝马X3,2019款 xDrive28i M运动套装,华晨宝马X3天窗漏水导致顶棚地毯湿透,"H90,",2020-06-28,处理反馈
0,489101,北京汽车,绅宝X35,2016款 1.5L 自动 精英版,绅宝X35倒车影像无法启动影响使用,"H134,",2020-06-28,处理反馈
1,489100,一汽-大众,C-TREK蔚领,2017款 1.6L 自动 舒适型,一汽大众蔚领天窗漏水导致车内有大量积水,"H90,",2020-06-28,用户评分
2,489099,上汽大众,朗逸,2017款 1.6L 自动 舒适版,上汽大众朗逸韩泰轮胎开裂影响驾驶安全,"F100,",2020-06-28,信息审核
3,489097,华晨宝马,宝马3系,2019款 320Li 时尚型,华晨宝马X1后备箱积水导致电路板线路腐蚀断裂,"H109,",2020-06-28,用户评分
4,489096,上汽集团,名爵HS,2019款 20T 自动 两驱 豪华版 国VI,上汽名爵HS蓝天置换补贴款一万元一直未发送,"L313,",2020-06-28,厂家受理
5,489095,北京越野,北京BJ20,2016款 1.5T 手动 豪华型,北京BJ20天窗漏水存在质量问题要求解决,"H90,",2020-06-28,处理反馈
6,489093,吉利汽车,星越,2019款 改款 350T 驭星者,吉利星越车机系统升级后交互功能无法使用,"O348,",2020-06-28,处理反馈
7,489087,上汽斯柯达,速派,2018款 TSI330 DSG 舒适版 国V,斯柯达速派变速箱机电单元故障希望处理,"B115,",2020-06-28,信息审核
8,489085,一汽丰田,普锐斯,2005款 1.5 织物版,一汽丰田普锐斯行驶过程中仪表黑屏突然熄火,"A14,H202,",2020-06-28,信息审核
9,489083,北京现代,现代ix35,2018款 2.0L 自动 两驱 智勇·畅享版,北京现代ix35发动机拉缸损坏4S店不处理,"A329,",2020-06-28,信息审核
10,489082,长城汽车,哈弗H6 Coupe,2015款 2.0T 自动 两驱尊贵型,哈弗H6 Coupe变速箱故障售后不予更换,"B84,B77,",2020-06-28,处理反馈
11,489079,奇瑞汽车,艾瑞泽7,2016款 1.6L CVT 致尚版,奇瑞艾瑞泽7车门多处位置生锈腐蚀,"H79,",2020-06-28,处理反馈
12,489078,东风雪铁龙,雪铁龙C4L,2014款 1.8L 自动 智驱版 劲享型,东风雪铁龙C4L天窗内有尖锐金属声导致漏水,"H90,",2020-06-28,处理反馈
13,489077,东风日产,楼兰,2015款 2.5L 两驱 智享版 XL NAVI,东风日产楼兰变速箱阀体损坏希望解决,"B84,",2020-06-28,厂家受理
14,489076,上汽斯柯达,Yeti,2017款 TSI280 DSG 前行版,斯柯达Yeti车身漏水导致车内积水,"H109,",2020-06-28,厂家受理
15,489075,华晨宝马,宝马3系,2020款 325Li M运动曜夜套装,华晨宝马3系防冻液渗漏影响发动机工作,"A37,",2020-06-28,用户评分
16,489073,众泰汽车,众泰E200,2018款 飞鱼座,众泰E200索赔手套箱一直无配件更换,"N318,",2020-06-28,信息审核
17,489070,一汽-大众,宝来,2018款 1.5L 自动 时尚型,一汽大众宝来发动机爆震敲缸异响严重,"A9,A18,",2020-06-28,信息审核
18,489068,上汽斯柯达,速派,2019款 TSI330 DSG 舒适版,斯柯达速派发动机冷却系统故障 水温高,"A191,",2020-06-28,厂家受理
19,489060,东风汽车,御风S16,2017款 1.9T 手动 两驱 精英型 5座,东风御风S16变速箱漏油转向异响严重,"B22,D59,",2020-06-28,信息审核
20,489059,一汽丰田,威驰,2019款 1.5L CVT 创行版,一汽丰田威驰销售承诺赠送精品座垫未兑现,"L313,N317,",2020-06-28,信息审核
21,489057,广汽丰田,雷凌,2019款 185T CVT 豪华版 国V,广汽丰田雷凌轮毂轴承漏油 车内异响,"G105,H164,",2020-06-28,处理反馈
22,489055,东风标致,标致308S,2015款 1.2T 自动 劲驰版,东风标致308S碳罐内进入汽油导致发动机熄火,"A24,A14,H271,",2020-06-28,处理反馈
23,489053,一汽-大众,迈腾,2017款 330TSI DSG 豪华型,一汽大众迈腾变速箱开启紧急模式无奇数挡,"B20,B96,",2020-06-28,处理反馈
24,489050,吉利汽车,远景,2017款 1.5L 自动 幸福版,吉利远景变速箱损坏导致车辆无法行驶,"B334,",2020-06-28,处理反馈
25,489049,长城汽车,哈弗H6 Coupe,2015款 2.0T 自动 两驱精英型,哈弗H6 coupe天窗漏水导致扬声器没有声音,"H134,H90,",2020-06-28,处理反馈
26,489048,吉利汽车,缤越,2019款 260T DCT Battle 运动款 国V,吉利缤越车机系统升级承诺不兑现转向柱漏油,"D58,H164,H144,L314,",2020-06-28,用户评分
27,489046,北汽昌河,昌河Q7,2018款 1.5T CVT 豪华型 5座,北汽昌河Q7变速箱渗油启动马达失灵,"A44,G51,",2020-06-28,信息审核
28,489045,一汽-大众奥迪,奥迪Q5L,2020款 40 TFSI 荣享时尚型,一汽大众奥迪Q5L打开点火开关后音响有异响,"H134,",2020-06-28,信息审核
29,489043,东风本田,INSPIRE,2019款 260TURBO 精致版 国V,东风本田INSPIRE左后轮位置异响严重,"G204,",2020-06-28,信息审核
0,489042,一汽-大众,迈腾,2017款 330TSI DSG 豪华型,一汽大众迈腾变速器机电控制单元故障,"B84,",2020-06-28,用户评分
1,489040,吉利汽车,帝豪,2017款 1.3T 手动 向上版 三厢 百万款,吉利帝豪车辆行驶中自动熄火4S店不予保修,"A14,A255,I295,I297,",2020-06-28,用户评分
2,489033,东风悦达起亚,起亚KX5,2016款 1.6T 自动 两驱DLX,东风悦达起亚KX5空调出风温度不一致,"H101,",2020-06-28,处理反馈
3,489032,上汽集团,名爵6,2018款 20T 自动 豪华智联版 国VI,上汽名爵6变速箱顿挫异响 保险杠漆面开裂,"B33,B19,H81,",2020-06-28,处理反馈
4,489031,一汽-大众奥迪,奥迪Q5,2017款 2.0T 40 TFSI 技术型,一汽大众奥迪Q5转向异响存在质量问题,"D59,",2020-06-28,信息审核
5,489030,广汽丰田,凯美瑞,2019款 2.0G 豪华版 国VI,广汽丰田凯美瑞车窗玻璃挂水严重影响视线,"H113,",2020-06-28,用户评分
6,489025,吉利汽车,帝豪GL,2018款 1.8L 自动 精英智联型,吉利帝豪GL低速行驶时变速箱顿挫有异响,"B33,B19,",2020-06-28,用户评分
7,489023,上汽大众,朗逸,2015款 1.6 手动 舒适版,上汽大众朗逸车内一直有异味影响健康,"H185,",2020-06-28,信息审核
8,489020,吉利汽车,帝豪GL,2017款 1.3T 自动 尊贵型,吉利帝豪GL中控车机死机卡顿无法使用,"H155,",2020-06-28,处理反馈
9,489019,一汽奔腾,奔腾T77,2019款 230 TID 自动 豪华型 国VI,一汽奔腾T77发动机故障灯亮加速无力,"A34,A163,",2020-06-28,用户评分
10,489016,广汽丰田,雷凌,2019款 185T CVT 运动版 国V,广汽丰田雷凌普利司通轮胎开裂影响安全,"F100,",2020-06-28,信息审核
11,489014,海马汽车,海马8S,2019款 1.6TGDI 自动 智版,海马8S车身抖动严重希望尽快解决,"H268,",2020-06-28,用户评分
12,489013,江铃汽车,域虎7,2016款 2.4T 四驱 豪华版JX4D24,江铃域虎7车身生锈存在安全隐患,"H79,",2020-06-28,用户评分
13,489009,海马汽车,海马S5,2018款 1.5T 手动 豪华型,海马S5购车赠送常规保养未兑现,"L313,",2020-06-28,用户评分
14,489006,上汽集团,名爵3,2013款 1.5L 手动 精英版,上汽名爵3正时链条无故拉长希望尽快解决,"A45,",2020-06-28,处理反馈
15,489003,一汽大众,捷达VS5,2019款 280TSI 自动 荣耀型,捷达VS5涡轮增压器生锈存在安全隐患,"A189,H79,",2020-06-28,处理反馈
16,489002,北京现代,菲斯塔,2019款 240TGDi 运动版 国VI,北京现代菲斯塔变速箱异响厂家告知正常,"B33,I295,",2020-06-28,处理反馈
17,488998,东风日产,逍客,2016款 2.0L CVT 精英版,东风日产逍客变速箱抖动故障灯亮,"B95,B96,",2020-06-28,处理反馈
18,488997,上汽集团,荣威RX8,2018款 30T 四驱 智联网 至尊版 7座,上汽荣威RX8大梁螺丝出厂不合格,"M284,",2020-06-28,处理反馈
19,488996,吉利汽车,远景,2016款 1.5L 自动 幸福版,吉利远景行驶中失去动力 倒挡无动力,"B334,",2020-06-28,用户评分
20,488995,广汽本田,飞度,2006款 飞度 1.5 CVT,广汽本田飞度冷车起步挂D挡无动力,"B334,",2020-06-28,处理反馈
21,488992,上汽大众,朗逸,2019款 1.5L 手动 舒适版 国VI,上汽大众朗逸玛吉斯轮胎开裂希望厂家处理,"F100,",2020-06-28,处理反馈
22,488990,吉利汽车,星越,2019款 改款 350T 耀星者,吉利星越车机系统死机影响正常使用,"H155,M279,",2020-06-28,处理反馈
23,488987,吉利汽车,远景,2016款 1.5L 自动 幸福版,吉利远景起步加速时变速箱顿挫明显,"B19,",2020-06-28,用户评分
24,488986,长安汽车,长安CS75 PLUS,2020款 2.0T 自动 旗舰型,长安CS75 PLUS自适应续航故障 中控台异响,"H134,H93,H169,H170,",2020-06-28,厂家受理
25,488985,吉利汽车,帝豪GL,2017款 1.3T 手动 精英型,吉利帝豪GL副驾驶座椅缝线开裂海绵漏出,"H168,H169,",2020-06-28,处理反馈
26,488984,华晨宝马,宝马5系,2020款 525Li M运动套装,华晨宝马5系普利司通轮胎内壁破裂,"F100,",2020-06-28,处理反馈
27,488983,吉利汽车,博越,2020款 1.8TD DCT 智尊PRO,吉利博越实车没有前雾灯和挡位显示灯,"M279,",2020-06-28,用户评分
28,488981,吉利汽车,博越,2020款 1.8TD DCT 两驱 智联型4G互联版,吉利博越方向盘多功能按键松动失灵,"H134,",2020-06-28,用户评分
29,488979,广汽菲克Jeep,大指挥官,2018款 2.0T 四驱 悦享版 国V,广汽菲克Jeep大指挥官传动轴生锈,"H79,",2020-06-28,厂家受理
